207,117,236,220
205,115,234,218
204,114,233,217
203,113,232,216
202,112,231,215
201,111,230,214
200,110,229,213
201,109,230,212
203,109,232,212
204,108,233,211
206,108,235,211
208,108,237,211
209,107,238,210
211,107,240,210
213,107,242,210
212,107,241,210
211,107,240,210
210,107,239,210
210,106,239,209
210,105,239,208
210,104,239,207
210,103,239,206
210,103,239,206
210,102,239,205
210,101,239,204
210,100,239,203
211,100,240,203
211,99,240,202
212,99,241,202
212,98,241,201
213,98,242,201
214,97,243,200
214,97,243,200
215,96,244,199
215,96,244,199
216,95,245,198
217,95,246,198
217,94,246,197
218,94,247,197
219,94,248,197
218,96,247,199
218,98,247,201
218,100,247,203
218,102,247,205
218,104,247,207
218,105,247,208
218,107,247,210
218,109,247,212
215,108,244,211
213,107,242,210
211,107,240,210
207,105,236,208
204,104,233,207
201,102,230,205
198,101,227,204
195,100,224,203
195,101,224,204
195,103,224,206
196,104,225,207
196,106,225,209
196,107,225,210
197,109,226,212
197,108,226,211
197,107,226,210
197,107,226,209
197,106,226,208
197,106,226,208
199,105,228,206
202,104,231,205
204,103,233,203
207,102,236,202
210,101,239,200
212,100,241,199
215,99,244,197
218,99,247,196
212,98,241,195
207,98,236,195
201,97,230,194
196,97,225,194
196,93,225,190
197,89,226,187
197,86,226,184
198,82,227,180
198,78,227,177
199,75,228,174
200,75,229,173
201,75,230,172
203,75,232,172
202,79,231,176
202,84,231,180
201,88,230,184
201,93,230,188
202,96,231,190
203,99,232,193
204,102,233,196
205,105,234,199
207,109,236,202
206,113,235,206
205,117,234,210
204,121,233,214
203,125,232,218
202,125,231,218
202,125,231,218
202,126,231,219
202,126,231,219
201,126,230,219
201,127,230,220
201,127,230,220
201,128,230,221
201,126,230,219
201,125,230,218
201,124,230,217
202,123,231,216
202,122,231,215
202,121,231,214
202,119,231,212
203,118,232,211
203,117,232,210
203,116,232,209
203,115,232,208
204,114,233,207
205,115,234,208
207,116,236,209
208,117,237,210
210,118,239,211
211,119,240,212
213,120,242,213
215,121,244,214
216,122,245,215
218,123,247,216
219,124,248,217
221,125,250,218
223,126,252,219
223,125,252,218
224,125,253,218
225,125,254,218
226,125,255,218
227,125,256,218
228,125,257,218
229,125,258,218
230,125,259,218
229,123,258,216
229,122,258,215
229,121,258,214
229,120,258,213
229,119,258,212
229,118,258,211
229,117,258,210
229,116,258,209
229,115,258,208
229,114,258,207
229,113,258,206
229,112,258,205
229,111,258,204
229,110,258,203
229,109,258,202
229,109,258,202
229,109,258,202
229,108,258,201
229,108,258,201
229,108,258,201
229,107,258,200
229,107,258,200
230,107,259,200
230,107,259,200
230,106,259,199
230,106,259,199
230,106,259,199
230,105,259,198
230,105,259,198
230,105,259,198
231,105,260,198
229,104,258,197
228,104,257,197
226,104,255,197
225,104,254,197
223,103,252,196
222,103,251,196
221,103,250,196
219,103,248,196
218,102,247,195
216,102,245,195
215,102,244,195
214,102,243,195
213,102,242,195
213,102,242,195
213,102,242,195
213,102,242,195
212,103,241,196
212,103,241,196
212,103,241,196
212,103,241,196
212,103,241,196
211,104,240,197
211,104,240,197
211,104,240,197
211,104,240,197
211,104,240,197
210,105,239,198
210,105,239,198
210,105,239,198
210,105,239,198
210,106,239,199
209,106,238,198
208,106,237,198
207,107,236,198
207,107,236,198
206,107,235,197
205,108,234,197
204,108,233,197
204,109,233,197
203,112,232,202
202,115,231,207
202,119,231,212
202,122,231,215
202,125,231,218
202,128,231,221
202,132,231,225
202,132,231,225
202,132,231,225
202,132,231,225
203,132,232,225
203,132,232,225
203,132,232,225
204,133,233,226
203,133,232,226
202,133,231,226
201,133,230,226
200,133,229,226
200,133,229,226
199,133,228,226
198,133,227,226
197,133,226,226
197,133,226,226
